,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand
68009, Beetle,2015,10995,Manual,50000,Diesel,30,61.4,2.0,Volkswagen
68010, Beetle,2013,7691,Manual,52750,Diesel,125,57.6,2.0,Volkswagen
68011, Beetle,2015,10995,Manual,25917,Petrol,205,42.8,1.4,Volkswagen
68012, Beetle,2015,8950,Manual,31000,Diesel,30,65.7,1.6,Volkswagen
68013, Beetle,2016,10941,Manual,21930,Petrol,125,51.4,1.2,Volkswagen
68014, Beetle,2014,7695,Manual,43740,Petrol,200,42.8,1.4,Volkswagen
68015, Beetle,2014,9495,Manual,64147,Diesel,125,57.6,2.0,Volkswagen
68016, Beetle,2013,7750,Manual,51780,Petrol,150,47.9,1.2,Volkswagen
68017, Beetle,2015,11695,Manual,5118,Petrol,125,51.4,1.2,Volkswagen
68018, Beetle,2013,10999,Manual,16969,Petrol,235,37.2,2.0,Volkswagen
68019, Beetle,2014,7930,Manual,33391,Diesel,30,65.7,1.6,Volkswagen
68020, Beetle,2014,9965,Manual,36262,Petrol,150,47.9,1.2,Volkswagen
68021, Beetle,2014,14990,Semi-Auto,17162,Diesel,160,50.4,2.0,Volkswagen
68022, Beetle,2018,13500,Manual,24104,Petrol,150,53.3,1.2,Volkswagen
68023, Beetle,2016,11990,Manual,19039,Petrol,145,48.7,1.4,Volkswagen
68024, Beetle,2017,13990,Manual,22781,Petrol,145,50.4,1.4,Volkswagen
68025, Beetle,2016,12995,Semi-Auto,13771,Petrol,125,53.3,1.2,Volkswagen
68026, Beetle,2017,14995,Manual,14757,Diesel,30,62.8,2.0,Volkswagen
68027, Beetle,2016,10444,Semi-Auto,41000,Diesel,30,64.2,2.0,Volkswagen
68028, Beetle,2014,5997,Manual,73686,Petrol,145,47.9,1.2,Volkswagen
68029, Beetle,2015,9430,Manual,39584,Petrol,200,42.8,1.4,Volkswagen
68030, Beetle,2017,13981,Manual,30456,Diesel,150,67.3,2.0,Volkswagen
68031, Beetle,2016,14991,Manual,35916,Petrol,150,47.1,1.4,Volkswagen
68032, Beetle,2014,12751,Manual,30323,Diesel,150,55.4,2.0,Volkswagen
68033, Beetle,2014,10700,Manual,40830,Petrol,235,38.7,2.0,Volkswagen
68034, Beetle,2016,11462,Manual,18600,Petrol,125,51.4,1.2,Volkswagen
68035, Beetle,2016,8690,Manual,65318,Diesel,20,65.7,2.0,Volkswagen
68036, Beetle,2015,7795,Manual,55239,Petrol,145,47.9,1.2,Volkswagen
68037, Beetle,2014,11495,Manual,11000,Diesel,30,65.7,1.6,Volkswagen
68038, Beetle,2014,7999,Manual,29699,Diesel,125,57.6,2.0,Volkswagen
68039, Beetle,2017,12240,Manual,30446,Petrol,145,53.3,1.2,Volkswagen
68040, Beetle,2016,10990,Manual,35345,Diesel,30,61.4,2.0,Volkswagen
68041, Beetle,2016,10490,Manual,38540,Diesel,30,61.4,2.0,Volkswagen
68042, Beetle,2016,12000,Manual,18442,Diesel,30,67.3,2.0,Volkswagen
68043, Beetle,2017,11995,Manual,27321,Petrol,145,53.3,1.2,Volkswagen
68044, Beetle,2018,14490,Manual,40551,Petrol,145,51.4,1.2,Volkswagen
68045, Beetle,2014,10000,Manual,61917,Petrol,165,46.3,1.2,Volkswagen
68046, Beetle,2018,16995,Manual,15490,Petrol,145,51.4,1.2,Volkswagen
68047, Beetle,2015,8995,Manual,35212,Diesel,30,65.7,1.6,Volkswagen
68048, Beetle,2013,13189,Manual,34803,Petrol,205,41.5,1.4,Volkswagen
68049, Beetle,2016,10990,Manual,39625,Petrol,145,48.7,1.4,Volkswagen
68050, Beetle,2016,14490,Semi-Auto,44533,Petrol,200,42.2,2.0,Volkswagen
68051, Beetle,2016,13990,Manual,23991,Petrol,160,43.5,2.0,Volkswagen
68052, Beetle,2014,10410,Semi-Auto,41587,Petrol,260,37.2,2.0,Volkswagen
68053, Beetle,2016,12000,Automatic,15443,Petrol,125,53.3,1.2,Volkswagen
68054, Beetle,2017,14491,Semi-Auto,9984,Petrol,150,55.4,1.2,Volkswagen
68055, Beetle,2015,10495,Semi-Auto,37843,Diesel,125,58.9,2.0,Volkswagen
68056, Beetle,2016,13700,Manual,22857,Diesel,30,61.4,2.0,Volkswagen
68057, Beetle,2001,1295,Manual,110000,Petrol,200,49.6,1.6,Volkswagen
68058, Beetle,2015,9299,Manual,38000,Petrol,125,51.4,1.2,Volkswagen
68059, Beetle,2006,3195,Manual,117000,Diesel,150,50.4,1.9,Volkswagen
68060, Beetle,2015,11000,Manual,26196,Petrol,205,42.8,1.4,Volkswagen
68061, Beetle,2012,8699,Manual,15000,Petrol,235,37.2,2.0,Volkswagen
68062, Beetle,2014,7490,Manual,55457,Diesel,30,65.7,1.6,Volkswagen
68063, Beetle,2018,14600,Manual,9647,Petrol,145,50.4,1.4,Volkswagen
68064, Beetle,2007,2295,Manual,89000,Petrol,265,36.7,1.6,Volkswagen
68065, Beetle,2014,8311,Manual,37864,Petrol,145,47.9,1.2,Volkswagen
68066, Beetle,2005,1495,Manual,93839,Petrol,260,40.9,1.6,Volkswagen
68067, Beetle,2014,7695,Manual,31872,Diesel,30,65.7,1.6,Volkswagen
68068, Beetle,2013,10400,Manual,38333,Petrol,235,37.2,2.0,Volkswagen
68069, Beetle,2017,13800,Manual,17859,Petrol,125,53.3,0.0,Volkswagen
68070, Beetle,2015,9689,Manual,21867,Petrol,125,51.4,1.2,Volkswagen
68071, Beetle,2013,7299,Manual,61410,Diesel,125,57.6,2.0,Volkswagen
68072, Beetle,2015,11000,Manual,37944,Diesel,145,55.4,2.0,Volkswagen
68073, Beetle,2014,9280,Automatic,26228,Petrol,145,47.9,1.2,Volkswagen
68074, Beetle,2006,1799,Manual,103875,Petrol,260,36.7,1.6,Volkswagen
68075, Beetle,2003,1300,Manual,87000,Petrol,260,40.9,1.6,Volkswagen
68076, Beetle,2015,8995,Manual,49197,Diesel,30,61.4,2.0,Volkswagen
68077, Beetle,2016,11990,Manual,11500,Petrol,125,51.4,1.2,Volkswagen
68078, Beetle,2007,3850,Manual,40000,Petrol,265,36.2,1.6,Volkswagen
68079, Beetle,2016,13480,Automatic,43268,Diesel,125,58.9,2.0,Volkswagen
68080, Beetle,2001,899,Automatic,1,Petrol,325,29.7,2.0,Volkswagen
68081, Beetle,2006,2695,Manual,78356,Petrol,325,32.1,2.0,Volkswagen
68082, Beetle,2007,2395,Manual,103500,Petrol,260,36.7,1.6,Volkswagen
68083, Beetle,2016,13790,Manual,50139,Petrol,150,48.7,1.4,Volkswagen
68084, Beetle,2016,14980,Manual,14382,Petrol,165,43.5,2.0,Volkswagen
68085, Beetle,2001,2490,Manual,47729,Petrol,330,32.5,2.0,Volkswagen
68086, Beetle,2015,8990,Manual,48000,Petrol,140,48.7,1.4,Volkswagen
68087, Beetle,2014,7995,Manual,44000,Petrol,145,47.9,1.2,Volkswagen
68088, Beetle,2009,5990,Manual,69000,Petrol,265,36.2,1.6,Volkswagen
68089, Caddy Maxi Life,2019,19000,Automatic,13191,Diesel,145,44.1,2.0,Volkswagen
68090, Caddy Maxi Life,2019,18250,Automatic,12240,Diesel,145,44.1,2.0,Volkswagen
68091, Caddy Maxi Life,2019,18250,Automatic,13891,Diesel,145,44.1,2.0,Volkswagen
68092, Caddy Maxi Life,2019,20000,Automatic,1000,Diesel,145,46.3,2.0,Volkswagen
68093, Caddy Maxi Life,2019,19000,Automatic,13106,Diesel,145,44.1,2.0,Volkswagen
68094, Caddy Maxi Life,2019,19000,Automatic,12174,Diesel,145,44.1,2.0,Volkswagen
68095, Caddy Maxi Life,2014,9498,Manual,56716,Diesel,200,48.7,1.6,Volkswagen
68096, Caddy Maxi Life,2019,21750,Manual,2285,Diesel,145,57.7,2.0,Volkswagen
68097, Caddy Maxi Life,2018,20990,Semi-Auto,3961,Diesel,145,56.5,2.0,Volkswagen
68098, Caddy Maxi Life,2018,18990,Manual,6200,Diesel,145,57.7,2.0,Volkswagen
68099, Caddy Maxi Life,2019,19999,Manual,2759,Diesel,145,57.7,2.0,Volkswagen
68100, Caddy Maxi Life,2019,19999,Semi-Auto,3818,Diesel,145,46.3,2.0,Volkswagen
68101, Caddy Maxi Life,2018,13498,Manual,52890,Diesel,145,58.9,2.0,Volkswagen
68102, Caddy Maxi Life,2017,19700,Semi-Auto,36000,Diesel,145,54.3,2.0,Volkswagen
68103, Caddy Maxi Life,2019,24295,Semi-Auto,1374,Diesel,145,46.3,2.0,Volkswagen
68104, Caddy Maxi Life,2019,19499,Manual,3349,Diesel,145,57.7,2.0,Volkswagen
68105, Caddy Maxi Life,2016,16495,Semi-Auto,20625,Diesel,145,54.3,2.0,Volkswagen
68106, Caddy Maxi Life,2019,18990,Manual,1201,Diesel,145,49.6,2.0,Volkswagen
68107, Caddy Maxi Life,2020,21995,Semi-Auto,2134,Diesel,150,46.3,2.0,Volkswagen
68108, Caddy Maxi Life,2019,19995,Semi-Auto,11392,Diesel,150,44.1,2.0,Volkswagen
68109, Caddy Maxi Life,2019,18990,Semi-Auto,13309,Diesel,150,58.9,2.0,Volkswagen
68110, Caddy Maxi Life,2020,20990,Semi-Auto,1000,Diesel,145,46.3,2.0,Volkswagen
68111, Caddy Maxi Life,2019,18490,Semi-Auto,13857,Diesel,145,54.3,2.0,Volkswagen
68112, Caddy Maxi Life,2020,19995,Semi-Auto,2000,Diesel,145,46.3,2.0,Volkswagen
68113, Caddy Maxi Life,2017,15995,Manual,25810,Diesel,125,58.9,2.0,Volkswagen
68114, Caddy Maxi Life,2019,22788,Semi-Auto,1581,Diesel,145,46.3,2.0,Volkswagen
68115, Caddy Maxi Life,2020,23990,Semi-Auto,2000,Diesel,145,46.3,2.0,Volkswagen
68116, Caddy Maxi Life,2019,20950,Semi-Auto,10000,Diesel,150,46.3,2.0,Volkswagen
68117, Caddy Maxi Life,2018,17450,Semi-Auto,3861,Diesel,145,56.5,2.0,Volkswagen
68118, Caddy Maxi Life,2020,23995,Semi-Auto,5000,Diesel,145,46.3,2.0,Volkswagen
68119, Caddy Maxi Life,2020,25995,Semi-Auto,5000,Diesel,145,46.3,2.0,Volkswagen
68120, Caddy Maxi Life,2019,19495,Semi-Auto,11971,Diesel,150,54.3,2.0,Volkswagen
68121, Caddy Maxi Life,2019,19995,Semi-Auto,8481,Diesel,150,54.3,2.0,Volkswagen
68122, Caddy Maxi Life,2018,17499,Manual,9626,Diesel,145,55.4,2.0,Volkswagen
68123, Caddy Maxi Life,2016,16450,Semi-Auto,9186,Diesel,145,54.3,2.0,Volkswagen
68124, Caddy Maxi Life,2019,18695,Semi-Auto,10194,Diesel,150,44.1,2.0,Volkswagen
68125, Caddy Maxi Life,2019,18495,Semi-Auto,13507,Diesel,150,54.3,2.0,Volkswagen
68126, Caddy Maxi Life,2019,18990,Manual,1798,Petrol,150,39.8,1.0,Volkswagen
68127, Caddy Maxi Life,2019,18990,Semi-Auto,11900,Diesel,145,58.9,2.0,Volkswagen
68128, Caddy Maxi Life,2019,18795,Semi-Auto,9277,Diesel,145,54.3,2.0,Volkswagen
68129, Caddy Maxi Life,2019,20994,Semi-Auto,9793,Diesel,145,58.9,2.0,Volkswagen
68130, Caddy Maxi Life,2019,19795,Semi-Auto,12961,Diesel,150,54.3,2.0,Volkswagen
68131, Caddy Maxi Life,2019,19795,Semi-Auto,11744,Diesel,150,54.3,2.0,Volkswagen
68132, Caddy Maxi Life,2017,16994,Semi-Auto,32110,Diesel,145,54.3,2.0,Volkswagen
68133, Caddy Maxi Life,2019,19995,Semi-Auto,14056,Diesel,145,44.1,2.0,Volkswagen
68134, Caddy Maxi Life,2019,18999,Semi-Auto,13349,Diesel,145,46.3,2.0,Volkswagen
68135, Caddy Maxi Life,2019,19499,Manual,6693,Diesel,145,50.4,2.0,Volkswagen
68136, Caddy Maxi Life,2019,21999,Automatic,100,Diesel,145,46.3,2.0,Volkswagen
68137, Caddy Maxi Life,2019,18991,Automatic,4525,Diesel,145,46.3,2.0,Volkswagen
68138, Caddy Maxi Life,2014,11995,Manual,30393,Diesel,205,48.7,1.6,Volkswagen
68139, Caddy Maxi Life,2020,22490,Automatic,89,Diesel,145,46.3,2.0,Volkswagen
68140, Caddy Maxi Life,2019,18450,Automatic,13411,Diesel,145,44.1,2.0,Volkswagen
68141, Caddy Maxi Life,2019,18450,Automatic,11650,Diesel,145,44.1,2.0,Volkswagen
68142, Caddy Maxi Life,2018,14991,Automatic,40604,Diesel,145,56.5,2.0,Volkswagen
68143, Caddy Maxi Life,2018,16991,Manual,1959,Diesel,150,57.7,2.0,Volkswagen
68144, Caddy Maxi Life,2019,18991,Automatic,63,Diesel,150,46.3,2.0,Volkswagen
68145, Caddy Maxi Life,2019,19490,Automatic,13194,Diesel,145,44.1,2.0,Volkswagen
68146, Caddy Maxi Life,2018,18000,Automatic,4571,Petrol,145,47.1,1.4,Volkswagen
68147, Caddy Maxi Life,2017,13950,Manual,39680,Diesel,125,58.9,2.0,Volkswagen
68148, Caravelle,2020,47000,Automatic,1001,Diesel,145,33.6,2.0,Volkswagen
68149, Caravelle,2019,40980,Automatic,8500,Diesel,145,33.6,2.0,Volkswagen
68150, Caravelle,2019,40999,Semi-Auto,2198,Diesel,145,47.1,2.0,Volkswagen
68151, Caravelle,2014,23950,Automatic,72000,Diesel,325,34.9,2.0,Volkswagen
68152, Caravelle,2019,39995,Semi-Auto,6565,Diesel,145,33.6,2.0,Volkswagen
68153, Caravelle,2019,42900,Semi-Auto,2544,Diesel,145,32.8,2.0,Volkswagen
68154, Caravelle,2019,52999,Semi-Auto,3365,Diesel,145,29.4,2.0,Volkswagen
68155, Caravelle,2019,40999,Automatic,50,Diesel,145,32.8,2.0,Volkswagen
68156, Caravelle,2019,39999,Semi-Auto,9221,Diesel,145,33.6,2.0,Volkswagen
68157, Caravelle,2019,39950,Semi-Auto,3544,Diesel,145,32.8,2.0,Volkswagen
68158, Caravelle,2019,46795,Semi-Auto,6280,Diesel,145,33.6,2.0,Volkswagen
68159, Caravelle,2020,43495,Semi-Auto,2000,Diesel,150,33.6,2.0,Volkswagen
68160, Caravelle,2013,15990,Automatic,80639,Diesel,325,35.8,2.0,Volkswagen
68161, Caravelle,2019,43194,Semi-Auto,9893,Diesel,145,32.8,2.0,Volkswagen
68162, Caravelle,2019,39888,Automatic,11441,Diesel,145,33.6,2.0,Volkswagen
68163, Caravelle,2019,47994,Semi-Auto,7801,Diesel,150,32.8,2.0,Volkswagen
68164, Caravelle,2020,50395,Semi-Auto,1000,Diesel,145,34.0,2.0,Volkswagen
68165, Caravelle,2019,42495,Automatic,6900,Diesel,145,33.6,2.0,Volkswagen
68166, Caravelle,2019,33495,Automatic,11441,Diesel,145,33.6,2.0,Volkswagen
68167, Caravelle,2019,33995,Semi-Auto,12815,Diesel,145,33.6,2.0,Volkswagen
68168, Caravelle,2019,45990,Semi-Auto,14751,Diesel,145,32.8,2.0,Volkswagen
68169, Caravelle,2020,45990,Semi-Auto,1500,Diesel,150,33.6,2.0,Volkswagen
68170, Caravelle,2019,46788,Automatic,4479,Diesel,145,33.6,2.0,Volkswagen
68171, Caravelle,2019,47988,Automatic,2071,Diesel,145,33.6,2.0,Volkswagen
68172, Caravelle,2019,43990,Automatic,12152,Diesel,145,44.8,2.0,Volkswagen
68173, Caravelle,2019,46950,Semi-Auto,10000,Diesel,150,33.6,2.0,Volkswagen
68174, Caravelle,2019,44450,Automatic,2500,Diesel,145,33.6,2.0,Volkswagen
68175, Caravelle,2019,39950,Automatic,7583,Diesel,145,32.8,2.0,Volkswagen
68176, Caravelle,2019,44450,Automatic,2222,Diesel,145,33.6,2.0,Volkswagen
68177, Caravelle,2019,46050,Automatic,5000,Diesel,145,33.6,2.0,Volkswagen
68178, Caravelle,2019,46990,Automatic,7000,Diesel,145,33.6,2.0,Volkswagen
68179, Caravelle,2020,50995,Semi-Auto,5000,Diesel,145,34.0,2.0,Volkswagen
68180, Caravelle,2019,44090,Automatic,5000,Diesel,145,32.8,2.0,Volkswagen
68181, Caravelle,2019,41995,Semi-Auto,3800,Diesel,145,33.6,2.0,Volkswagen
68182, Caravelle,2019,41495,Semi-Auto,6924,Diesel,145,33.6,2.0,Volkswagen
68183, Caravelle,2019,44995,Automatic,3800,Diesel,145,33.6,2.0,Volkswagen
68184, Caravelle,2019,39995,Semi-Auto,12192,Diesel,145,32.8,2.0,Volkswagen
68185, Caravelle,2019,48995,Semi-Auto,6000,Diesel,145,29.4,2.0,Volkswagen
68186, Caravelle,2019,35495,Semi-Auto,1099,Diesel,145,32.8,2.0,Volkswagen
68187, Caravelle,2020,49995,Semi-Auto,1500,Diesel,145,34.0,2.0,Volkswagen
68188, Caravelle,2020,49980,Semi-Auto,17,Diesel,145,33.6,2.0,Volkswagen
68189, Caravelle,2019,54995,Automatic,10,Diesel,145,33.6,2.0,Volkswagen
68191, Caravelle,2019,56000,Automatic,10500,Diesel,145,33.6,2.0,Volkswagen
68192, Caravelle,2019,44494,Semi-Auto,8751,Diesel,150,32.8,2.0,Volkswagen
68193, Caravelle,2020,45995,Semi-Auto,3000,Diesel,150,33.6,2.0,Volkswagen
68194, Caravelle,2019,48990,Semi-Auto,7034,Diesel,145,29.4,2.0,Volkswagen
68195, Caravelle,2019,41990,Automatic,4000,Diesel,145,32.8,2.0,Volkswagen
68196, Caravelle,2020,45450,Semi-Auto,15,Diesel,145,32.8,2.0,Volkswagen
68198, Caravelle,2019,45490,Semi-Auto,3252,Diesel,145,33.6,2.0,Volkswagen
68199, Caravelle,2019,39990,Automatic,2850,Diesel,145,32.8,2.0,Volkswagen
68200, Caravelle,2019,46990,Semi-Auto,452,Diesel,150,33.6,2.0,Volkswagen
68201, Caravelle,2019,41990,Semi-Auto,8198,Diesel,145,33.6,2.0,Volkswagen
68202, Caravelle,2019,50000,Semi-Auto,100,Diesel,145,33.6,2.0,Volkswagen
68203, Caravelle,2019,44500,Automatic,11163,Diesel,145,33.6,2.0,Volkswagen
68204, Caravelle,2019,55990,Semi-Auto,17600,Diesel,145,33.6,2.0,Volkswagen
68205, Caravelle,2019,45926,Automatic,10614,Diesel,145,29.4,2.0,Volkswagen
68206, Caravelle,2019,43000,Semi-Auto,8022,Diesel,145,33.6,2.0,Volkswagen
68207, Caravelle,2019,39995,Semi-Auto,12209,Diesel,145,33.6,2.0,Volkswagen
68208, Caravelle,2019,39995,Semi-Auto,14997,Diesel,145,33.6,2.0,Volkswagen
68209, Caravelle,2019,54994,Semi-Auto,1329,Diesel,150,29.4,2.0,Volkswagen
68210, Caravelle,2019,40996,Automatic,5000,Diesel,145,32.8,2.0,Volkswagen
68211, Caravelle,2019,37944,Semi-Auto,8,Diesel,145,32.8,2.0,Volkswagen
68212, Caravelle,2019,49996,Automatic,947,Diesel,145,32.8,2.0,Volkswagen
68213, Caravelle,2019,51994,Automatic,5691,Diesel,145,33.6,2.0,Volkswagen
68214, Caravelle,2019,39994,Automatic,6596,Diesel,145,32.8,2.0,Volkswagen
68215, Caravelle,2019,42999,Semi-Auto,5434,Diesel,145,33.6,2.0,Volkswagen
68216, Caravelle,2019,40999,Automatic,60,Diesel,145,32.8,2.0,Volkswagen
68217, Caravelle,2019,43499,Automatic,8521,Diesel,145,32.8,2.0,Volkswagen
68218, Caravelle,2019,41000,Semi-Auto,4500,Diesel,145,33.6,2.0,Volkswagen
68219, Caravelle,2019,43999,Automatic,8997,Diesel,145,33.6,2.0,Volkswagen
68220, Caravelle,2019,50999,Automatic,1000,Diesel,145,33.6,2.0,Volkswagen
68221, Caravelle,2019,46999,Automatic,4473,Diesel,150,33.6,2.0,Volkswagen
68222, Caravelle,2020,50388,Automatic,5000,Diesel,145,34.0,2.0,Volkswagen
68223, Caravelle,2011,22995,Automatic,45000,Diesel,325,34.4,2.0,Volkswagen
68224, Caravelle,2011,20995,Automatic,96000,Diesel,325,34.4,2.0,Volkswagen
68225, Caravelle,2012,22995,Automatic,73000,Diesel,325,34.4,2.0,Volkswagen
68226, Caravelle,2011,22995,Automatic,53000,Diesel,325,34.4,2.0,Volkswagen
68227, Caravelle,2015,25995,Semi-Auto,55000,Diesel,300,37.2,2.0,Volkswagen
68228, Caravelle,2012,18995,Automatic,102000,Diesel,315,34.4,2.0,Volkswagen
68229, Caravelle,2013,22995,Automatic,46000,Diesel,325,35.3,2.0,Volkswagen
68230, Caravelle,2012,16995,Automatic,114000,Diesel,325,34.4,2.0,Volkswagen
68231, Caravelle,2006,14495,Manual,106000,Diesel,325,34.4,2.5,Volkswagen
68232, Caravelle,2011,19995,Automatic,86000,Diesel,325,34.4,2.0,Volkswagen
68233, Caravelle,2012,21995,Automatic,45000,Diesel,325,34.4,2.0,Volkswagen
68234, Caravelle,2013,18970,Automatic,31528,Diesel,325,36.7,2.0,Volkswagen
68235, Caravelle,2013,19990,Automatic,85515,Diesel,300,37.2,2.0,Volkswagen
68236, Caravelle,2019,44880,Automatic,3614,Diesel,145,33.6,2.0,Volkswagen
68237, Caravelle,2006,7994,Manual,178000,Diesel,325,34.4,2.5,Volkswagen
68238, Caravelle,2019,38500,Automatic,9200,Diesel,150,32.8,2.0,Volkswagen
68239, Caravelle,2019,40000,Automatic,2000,Diesel,150,33.6,2.0,Volkswagen
68240, Caravelle,2015,25990,Automatic,68443,Diesel,300,37.2,2.0,Volkswagen
68241, Caravelle,2015,26500,Manual,35977,Diesel,200,45.6,2.0,Volkswagen
68242, Caravelle,2019,49999,Automatic,2692,Diesel,145,33.6,2.0,Volkswagen
68243, Caravelle,2016,28999,Manual,19981,Diesel,235,42.8,2.0,Volkswagen
68244, Caravelle,2018,34999,Automatic,13107,Diesel,145,47.1,2.0,Volkswagen
68245, Caravelle,2016,29994,Manual,30414,Diesel,235,42.8,2.0,Volkswagen
68246, Caravelle,2012,11995,Semi-Auto,212000,Diesel,325,34.4,2.0,Volkswagen
68247, Caravelle,2015,23499,Automatic,60718,Diesel,325,36.7,2.0,Volkswagen
68248, Caravelle,2005,13990,Automatic,140000,Diesel,325,31.0,2.5,Volkswagen
68249, Touareg,2019,42000,Automatic,6425,Diesel,145,34.0,3.0,Volkswagen
68250, Touareg,2008,5950,Automatic,119000,Diesel,570,28.5,3.0,Volkswagen
68251, Touareg,2019,39995,Semi-Auto,17578,Diesel,150,34.5,3.0,Volkswagen
68252, Touareg,2017,23798,Semi-Auto,31217,Diesel,235,42.8,3.0,Volkswagen
68253, Touareg,2019,44995,Automatic,100,Diesel,145,34.5,3.0,Volkswagen
68254, Touareg,2019,42985,Automatic,1400,Diesel,145,34.5,3.0,Volkswagen
68255, Touareg,2018,41885,Automatic,3600,Diesel,145,34.5,3.0,Volkswagen
68256, Touareg,2018,41885,Semi-Auto,3600,Diesel,145,34.5,3.0,Volkswagen
68257, Touareg,2015,20995,Semi-Auto,50312,Diesel,240,42.8,3.0,Volkswagen
68258, Touareg,2016,21995,Semi-Auto,31713,Diesel,240,42.8,3.0,Volkswagen
68259, Touareg,2019,38790,Automatic,7031,Diesel,145,34.5,3.0,Volkswagen
68260, Touareg,2017,25990,Automatic,20265,Diesel,235,42.8,3.0,Volkswagen
68261, Touareg,2014,15590,Automatic,78015,Diesel,300,39.2,3.0,Volkswagen
68262, Touareg,2019,39995,Semi-Auto,6896,Diesel,145,34.5,3.0,Volkswagen
68263, Touareg,2016,21645,Semi-Auto,49437,Diesel,235,42.8,3.0,Volkswagen
68264, Touareg,2018,38999,Semi-Auto,13944,Diesel,145,34.5,3.0,Volkswagen
68265, Touareg,2017,26999,Automatic,25011,Diesel,145,42.8,3.0,Volkswagen
68266, Touareg,2015,16800,Semi-Auto,67890,Diesel,235,42.8,3.0,Volkswagen
68267, Touareg,2017,28495,Semi-Auto,16077,Diesel,145,42.8,3.0,Volkswagen
68269, Touareg,2019,42995,Semi-Auto,2108,Diesel,145,34.0,3.0,Volkswagen
68271, Touareg,2019,44995,Semi-Auto,2719,Diesel,145,34.5,3.0,Volkswagen
68273, Touareg,2018,28699,Automatic,19149,Diesel,145,42.8,3.0,Volkswagen
68274, Touareg,2016,21998,Semi-Auto,35405,Diesel,235,42.8,3.0,Volkswagen
68275, Touareg,2016,25495,Automatic,21200,Diesel,235,42.8,3.0,Volkswagen
68277, Touareg,2019,36998,Semi-Auto,8672,Diesel,145,34.5,3.0,Volkswagen
68278, Touareg,2019,42998,Semi-Auto,25,Diesel,145,34.5,3.0,Volkswagen
68279, Touareg,2017,23998,Semi-Auto,34934,Diesel,145,42.8,3.0,Volkswagen
68280, Touareg,2019,37998,Semi-Auto,9648,Diesel,145,34.5,3.0,Volkswagen
68281, Touareg,2017,24498,Semi-Auto,29234,Diesel,145,42.8,3.0,Volkswagen
68282, Touareg,2017,24998,Semi-Auto,35432,Diesel,145,42.8,3.0,Volkswagen
68283, Touareg,2016,20998,Semi-Auto,47252,Diesel,235,42.8,3.0,Volkswagen
68284, Touareg,2019,38495,Semi-Auto,4428,Diesel,145,34.5,3.0,Volkswagen
68285, Touareg,2017,23995,Semi-Auto,24280,Diesel,145,42.8,3.0,Volkswagen
68286, Touareg,2016,23495,Semi-Auto,30789,Diesel,235,42.8,3.0,Volkswagen
68287, Touareg,2017,23500,Semi-Auto,34419,Diesel,235,42.8,3.0,Volkswagen
68288, Touareg,2019,40995,Semi-Auto,1000,Diesel,145,34.5,3.0,Volkswagen
68289, Touareg,2017,26998,Semi-Auto,15546,Diesel,235,42.8,3.0,Volkswagen
68290, Touareg,2019,42498,Semi-Auto,10,Diesel,145,34.5,3.0,Volkswagen
68291, Touareg,2015,22998,Semi-Auto,19846,Diesel,235,42.8,3.0,Volkswagen
68292, Touareg,2019,41998,Semi-Auto,10,Diesel,145,34.5,3.0,Volkswagen
68293, Touareg,2018,33950,Semi-Auto,36800,Diesel,145,34.5,3.0,Volkswagen
68294, Touareg,2016,18895,Semi-Auto,51000,Diesel,235,42.8,3.0,Volkswagen
68295, Touareg,2016,22998,Automatic,35348,Diesel,235,42.8,3.0,Volkswagen
68296, Touareg,2017,26989,Semi-Auto,19904,Diesel,145,42.8,3.0,Volkswagen
68297, Touareg,2019,38950,Semi-Auto,7855,Diesel,145,34.5,3.0,Volkswagen
68298, Touareg,2019,46698,Semi-Auto,10,Diesel,145,34.0,3.0,Volkswagen
68299, Touareg,2017,24298,Semi-Auto,28383,Diesel,235,42.8,3.0,Volkswagen
68300, Touareg,2017,23798,Semi-Auto,34424,Diesel,145,42.8,3.0,Volkswagen
68301, Touareg,2017,24698,Semi-Auto,30695,Diesel,145,42.8,3.0,Volkswagen
68302, Touareg,2017,25998,Semi-Auto,19153,Diesel,145,42.8,3.0,Volkswagen
68303, Touareg,2017,23998,Semi-Auto,30505,Diesel,235,42.8,3.0,Volkswagen
68304, Touareg,2016,20985,Semi-Auto,45194,Diesel,235,42.8,3.0,Volkswagen
68305, Touareg,2014,14495,Semi-Auto,83451,Diesel,300,39.2,3.0,Volkswagen
68306, Touareg,2017,26200,Semi-Auto,16771,Diesel,145,42.8,3.0,Volkswagen
68307, Touareg,2019,42950,Automatic,4000,Diesel,145,34.0,3.0,Volkswagen
68308, Touareg,2019,51995,Semi-Auto,357,Diesel,145,34.0,3.0,Volkswagen
68309, Touareg,2013,14695,Semi-Auto,66432,Diesel,300,39.2,3.0,Volkswagen
68310, Touareg,2018,27495,Semi-Auto,24525,Diesel,145,42.8,3.0,Volkswagen
68311, Touareg,2017,23950,Semi-Auto,41515,Diesel,235,42.8,3.0,Volkswagen
68312, Touareg,2019,47750,Automatic,2000,Diesel,145,34.0,3.0,Volkswagen
68313, Touareg,2019,41995,Automatic,99,Diesel,145,34.5,3.0,Volkswagen
68317, Touareg,2017,27490,Semi-Auto,13513,Diesel,145,42.8,3.0,Volkswagen
